OSM_ID,Latitude,Longitude,Name,Transit,Finance,Education,Retail,Civic,Healthcare,Food_Place,Government,Parking_Lot,PSGC,UrbanRural_2020CPH,Population_2020,Cluster
369918625,14.5669514,121.0118384,Mercury Drug,3,436,20,5,26,52,835,0,24,1380300012.0,U,"6,346",0
372739989,7.0777718,125.6135258,Mercury Drug,8,160,28,2,61,46,848,2,40,1130700146.0,U,366,0
378662106,14.3462357,121.0633795,Mercury Drug,4,28,8,0,8,4,50,0,4,403425026.0,U,"22,581",1
380438537,10.3387503,123.9117042,Rose Pharmacy,3,45,27,5,6,7,312,0,8,730600037.0,U,"7,967",3
383595887,14.5481732,121.0010144,Mercury Drug,12,274,22,4,29,36,449,0,13,1381100060.0,U,"1,425",0
393731993,8.4743373,124.6856903,Mercury Drug,1,0,3,0,1,0,3,0,2,1030500049.0,U,"28,974",1
402912590,14.4388433,121.0049223,Mercury Drug,3,44,14,1,15,19,278,0,4,1380200008.0,U,"42,505",3
403674540,14.4564168,121.0076296,Mercury Drug,2,50,17,2,21,9,213,0,6,1381000007.0,U,"92,752",3
404110939,14.4227116,121.030061,Mercury Drug,5,98,7,3,14,21,257,0,9,1380800009.0,U,"25,115",3
404111036,14.4448756,121.0277144,Mercury Drug,1,45,12,4,20,7,201,0,3,1381000007.0,U,"92,752",3
405885946,7.0658082,125.6076608,Mercury Drug,5,138,30,2,53,47,645,4,38,1130700136.0,U,407,0
408121648,7.0547213,125.545324,Mercury Drug,2,6,5,2,9,1,27,0,2,1130700116.0,U,"61,698",1
411227922,14.2492847,121.0640342,Mercury Drug,2,30,0,0,2,1,79,0,0,403428006.0,U,"18,039",1
412695375,14.5695024,121.1064379,TGP,2,15,8,3,28,10,68,1,8,405805014.0,U,"120,548",3
413986571,10.2979613,123.8849901,"NRMJ Quality Drug ,Inc.",4,94,21,2,30,18,278,0,21,730600040.0,U,"32,825",3
413986597,10.2983911,123.8953011,Watsons,4,105,20,0,17,24,302,0,21,730600050.0,U,"5,639",3
419018050,14.205891,121.1553374,Mercury Drug,5,58,7,0,17,15,83,0,4,403405038.0,U,"5,823",3
419018060,14.2063059,121.1547277,Southstar Drug,5,59,7,0,17,15,84,0,4,403405038.0,U,"5,823",3
419725035,14.5587634,121.0241749,Mercury Drug,6,448,15,3,19,41,861,0,43,1380300002.0,U,"36,007",0
422463939,14.743931,120.9713343,Mercury Drug,1,34,9,3,18,8,75,0,5,301412015.0,U,"21,540",3
425502301,14.5564228,121.0199127,Mercury Drug,6,468,16,3,17,49,853,0,45,1380300025.0,U,"14,054",0
427496477,7.0662008,125.6071669,Amesco Drug,5,139,30,2,53,48,657,4,38,1130700136.0,U,407,0
427496605,7.0682028,125.6096075,Save On,8,153,30,2,55,46,744,4,41,1130700167.0,U,"1,074",0
427496611,7.0678557,125.6105518,Generika,8,152,30,2,53,46,739,4,40,1130700167.0,U,"1,074",0
429674169,15.7931359,120.9911662,South Star Drug,5,11,1,0,1,0,21,0,0,304926020.0,U,"1,550",1
429674170,15.7922539,120.9905578,Mercury Drug,5,13,1,0,1,0,21,0,0,304926020.0,U,"1,550",1
429687929,15.7923629,120.9899965,Manson Drug,5,13,1,0,1,0,21,0,0,304926019.0,U,"1,867",1
429687933,15.7943314,120.9921465,Mercury Drug,5,11,1,0,1,0,20,0,0,304926020.0,U,"1,550",1
429746403,7.0691015,125.6016354,Rose Pharmacy,5,114,29,2,49,48,636,4,30,1130700138.0,U,"11,160",0
429812189,14.5510847,121.0205304,Mercury Drug,4,457,15,3,15,39,793,0,45,1380300025.0,U,"14,054",0
430021804,14.5583748,121.012341,Mercury Drug,8,485,22,6,25,43,847,0,30,1380300018.0,U,"50,722",0
433567828,7.1055398,125.6000622,Mercury Drug,5,17,4,0,13,2,68,2,3,1130700125.0,U,"24,795",1
433812840,14.5602045,121.0200093,Mercury Drug,6,457,15,4,19,45,870,0,41,1380300002.0,U,"36,007",0
438032559,15.4870776,120.5961279,Mercury Drug,1,39,12,1,9,14,176,0,3,306916078.0,U,"2,888",3
441029604,7.069129,125.6016699,Mercury Drug,5,114,29,2,49,48,635,4,30,1130700138.0,U,"11,160",0
446766591,14.9502964,120.7589359,Southstar Drug,0,11,3,0,1,4,20,0,1,305402012.0,U,"23,686",1
447593707,7.097529,125.620651,Botica Concepcion,5,64,11,1,32,16,439,0,22,1130700196.0,U,"8,064",3
452357004,14.5651964,121.0296042,Mercury Drug,8,407,20,6,20,37,812,0,47,1380300020.0,U,"16,706",0
452357010,14.5625166,121.0287235,TGP,8,442,22,6,17,44,856,0,46,1380300020.0,U,"16,706",0
452375403,14.5621262,121.0283667,Watsons,8,440,22,5,17,44,851,0,46,1380300002.0,U,"36,007",0
454060826,14.55083,121.0556388,Mercury Drug,2,201,23,6,19,23,547,0,24,1381500034.0,U,"57,940",0
456991583,15.0396913,120.680342,Mercury Drug,8,52,15,0,11,9,141,0,37,305416010.0,U,"20,542",3
457400752,14.5256062,121.0428233,Fabula Pharmacy,3,38,22,10,9,11,110,0,16,1381500018.0,U,"87,508",3
463047564,14.9518906,120.7589272,J. Santos Pharmacy,0,11,3,0,1,4,20,0,1,305402012.0,U,"23,686",1
465239845,14.1362697,121.4157572,Mercury Drug,2,6,0,0,0,0,4,0,0,403417034.0,U,"3,309",1
469105053,9.7405467,118.7368062,Mercury Drug,3,24,2,0,1,9,98,0,2,1731500039.0,U,347,1
471896475,15.0440571,120.6740937,St. Anne Drug Store,6,48,6,0,13,6,110,0,36,305416010.0,U,"20,542",3
475925203,10.2976659,123.8953114,TGP,4,100,20,0,18,23,297,0,19,730600050.0,U,"5,639",3
475925204,10.245305,123.7982314,TGP,3,7,2,0,13,2,16,0,0,702232010.0,U,"2,306",1
489450586,14.0695781,121.32479,Mercury Drug,5,67,6,0,12,42,119,0,0,403424031.0,U,85,3
492082215,14.1725362,121.2431612,Generika Drugstore,2,21,1,0,12,10,171,0,8,403411004.0,U,"12,578",1
497042948,14.5372905,121.0014182,Mercury Drug,13,153,17,4,24,22,387,1,17,1381100146.0,U,"1,036",0
497119467,14.6684002,121.0200764,Mercury Drug,2,74,17,3,26,21,272,0,20,1381300012.0,U,"59,639",3
497721581,10.329973,123.943387,Pharmax Drug Store,8,40,14,0,8,13,111,1,1,731300013.0,U,"6,994",3
501555348,14.6199093,120.976329,Mercury Drug,6,141,35,3,37,25,263,2,5,1380601232.0,U,"1,888",0
503813616,15.0287999,120.6942076,Mercury Drug,4,26,13,0,6,9,93,0,29,305416021.0,U,727,3
516063487,15.1452354,120.5956026,Southstar Drug,6,50,2,0,9,22,211,0,8,330100022.0,U,"5,298",3
516063490,15.1451234,120.5956407,K2 Pharmacy,6,51,2,0,9,22,207,0,8,330100022.0,U,"5,298",3
539370676,9.6931335,123.8634714,Keir's,0,0,0,0,9,1,3,0,0,701242008.0,U,"7,552",1
549900930,15.0780595,120.6406958,Mercury Drug,1,16,2,1,9,5,34,0,5,305416036.0,U,"14,997",1
558320634,14.5780032,120.9874612,Farmacia Fatima,5,188,18,1,33,53,621,1,18,1380611010.0,U,"1,431",0
558321927,14.5778465,120.9875508,AdCare,5,190,18,1,33,53,622,1,18,1380611010.0,U,"1,431",0
560411105,14.836052,121.077339,Generika Pharmacy,4,1,6,1,11,1,5,2,0,301420041.0,U,"46,171",1
560411116,14.837539,121.08761,Botika ng Bayan,4,1,6,1,8,1,5,2,0,301420041.0,U,"46,171",1
560411128,14.836197,121.077423,Grotto Drug,4,1,6,1,11,1,5,2,0,301420041.0,U,"46,171",1
567918089,14.4140393,121.043374,Mercury Drug,4,47,7,1,17,16,195,0,5,1380800001.0,U,"71,075",3
583450580,14.6871413,120.957463,Mercury Drug,0,32,6,3,15,9,65,0,7,1380400017.0,U,"13,461",1
589634081,14.7938533,120.879465,Farmacia ni Dok,0,3,3,0,3,2,13,0,1,301405001.0,U,"4,297",1
589927813,14.623899,121.055596,Mercury Drug,17,139,31,1,33,35,485,0,43,1381300115.0,U,"22,227",0
593993814,14.6929733,120.9666214,Mercury Drug,0,44,7,4,20,15,104,0,7,1381600017.0,U,"52,107",3
593995120,14.677244,120.9800779,TGP,0,51,13,1,21,17,119,0,5,1381600019.0,U,"59,339",3
593999445,14.654759,121.0302322,Mercury Drug,2,133,25,4,33,26,372,0,26,1381300081.0,U,"2,524",0
596839799,14.7288437,121.1442923,Mercury Drug,1,6,9,0,6,1,17,0,6,405808005.0,U,"17,851",1
596997259,14.6927352,121.0299188,Abi Drug,1,23,12,2,14,6,94,0,13,1381300006.0,U,"64,653",3
596997267,14.6932112,121.0304033,Mercury Drug,2,23,12,2,13,7,91,0,12,1381300006.0,U,"64,653",3
597000570,14.8191729,120.9051298,Mercury Drug,1,18,2,0,2,5,47,0,0,301402011.0,U,"4,870",1
597749862,14.6901891,120.9739928,Mercury Drug,0,49,8,4,21,16,129,0,7,1381600008.0,U,"41,275",3
599190788,16.4131413,120.5968787,Saint Joseph Drugstore,11,95,26,4,32,35,678,0,15,1430300142.0,U,104,0
600621294,14.6229157,121.0928435,T. M. Reyes Pharmacy,6,84,13,6,31,36,269,0,26,1380700002.0,U,"15,602",0
600643344,14.6345072,121.0946759,Santos Clinic and Pharmacy,6,63,12,1,33,34,282,0,35,1380700010.0,U,"28,849",0
600643348,14.6355585,121.0942891,CRJS Generics Pharmacy,5,62,12,1,32,34,274,0,35,1380700010.0,U,"28,849",3
603592504,14.6351721,121.1024118,Mercury Drug,11,81,15,1,28,38,322,0,24,1380700010.0,U,"28,849",0
603599856,14.6357671,121.1012237,Watsons,12,77,13,1,28,38,316,0,24,1380700010.0,U,"28,849",0
603645197,14.5164385,121.2391706,,5,4,3,0,1,1,10,0,0,405809007.0,U,"11,184",1
605204014,15.0320431,120.6892806,Mercury Drug,9,43,14,0,9,10,128,0,39,305416021.0,U,727,3
606404825,13.942342,121.1527537,Mercury Drug,3,41,7,0,8,24,168,0,7,401014031.0,U,"4,510",3
608867011,14.3984094,120.9766455,Mercury Drug,4,27,11,2,20,5,48,0,2,402103046.0,U,"60,495",3
613998786,14.8523239,120.8166706,Mercury Drug,10,39,13,1,5,19,92,0,7,301410015.0,U,"4,217",3
640910449,14.5028565,121.0286656,Main Ave. Drugstore,4,37,9,3,9,3,65,1,8,1381000010.0,U,"26,615",3
642881374,13.6240834,123.1855918,South Star Drug,18,57,18,1,8,13,130,0,1,501724027.0,U,722,3
642883253,13.6232163,123.186007,Mercury Drug,18,57,18,1,8,13,130,0,1,501724027.0,U,722,3
642895427,13.6228487,123.1851868,Mercury Drug,18,57,18,1,8,13,130,0,1,501724013.0,U,344,3
642897379,13.6323183,123.1961091,Mercury Drug,11,56,16,0,5,13,129,0,1,501724004.0,U,"11,112",3
642995619,13.6332925,123.1945106,South Star,12,56,16,0,5,13,127,0,1,501724024.0,U,"4,503",3
644455174,14.5013537,121.0240915,Supreme Pharmacy,5,34,5,3,8,3,77,2,8,1381000010.0,U,"26,615",3
649981565,14.4449152,120.9941399,Mercury Drug,4,56,17,1,20,16,255,0,5,1380200008.0,U,"42,505",3
650011052,14.3860057,120.8797844,Parmacia Sarayba,9,4,5,1,3,2,34,1,8,402108004.0,R,756,1
650310319,13.6213126,123.184277,South Star,18,57,18,1,8,13,130,0,1,501724013.0,U,344,3
650381195,14.4946045,120.9932492,Mercury Drug,3,32,5,0,9,8,123,1,7,1381000004.0,U,"72,522",1
653090446,14.4746716,121.0008304,Mercury Drug,0,30,16,0,14,5,68,0,6,1381000004.0,U,"72,522",1
653113072,14.465861,121.0179451,Mercury Drug,0,42,16,1,15,10,141,0,4,1381000012.0,U,"70,134",3
654204053,14.3814953,120.8790218,,7,3,5,1,3,2,23,1,7,402108010.0,U,513,1
654204157,14.3816677,120.879008,Onifur Pharmacy,7,3,5,1,3,2,23,1,7,402108003.0,R,248,1
658634204,14.6120301,121.0318998,Mercury Drug,5,139,8,1,25,25,366,0,37,1381300128.0,U,"10,900",0
658825129,14.622933,120.9709347,Mercury Drug,5,92,17,3,29,16,118,3,4,1380601148.0,U,"2,333",3
658999010,14.4293456,121.0163003,Mercury Drug,4,86,16,2,16,18,262,0,6,1380200010.0,U,"37,432",3
660582182,14.2923288,120.911208,Southstar Drug,3,7,1,0,11,3,18,0,1,402108015.0,U,"19,763",1
660604870,13.8798686,120.9160099,Southstar Drug,6,23,12,3,16,11,50,0,1,401012036.0,R,585,3
660605035,13.8799916,120.9162493,Mercury Drug,6,23,12,3,16,11,50,0,1,401012033.0,U,606,3
660617428,14.3956767,120.8630846,Mace Drugstore,7,18,6,2,7,3,82,0,2,402108029.0,U,"8,148",1
660617429,14.3958981,120.863354,TGP,7,18,4,2,7,3,83,0,2,402108029.0,U,"8,148",1
660617430,14.3954488,120.860631,,7,18,5,1,13,3,80,0,1,402120005.0,U,"16,382",1
660961900,14.069848,121.3239497,Laguna Health Services Cooperative,5,67,6,0,12,42,118,0,1,403424030.0,U,620,3
660962029,14.0696136,121.3239642,,5,67,6,0,12,42,118,0,1,403424030.0,U,620,3
661968800,13.8815013,120.9151892,Botica Celerina,6,25,12,3,16,11,57,0,1,401012034.0,U,193,3
662714012,14.2918918,120.9107691,Cav-Medz Pharmacy,3,7,1,0,11,3,18,0,1,402108015.0,U,"19,763",1
663935928,14.4667563,121.0206815,TGP,0,43,16,1,15,10,149,0,5,1381000012.0,U,"70,134",3
664509948,14.6215117,121.019319,Watsons,6,142,16,3,24,27,343,0,18,1381300047.0,U,"4,786",0
664528058,14.6121426,121.0325028,Watsons,4,147,7,1,25,25,372,0,37,1381300128.0,U,"10,900",0
664528061,14.6122037,121.0322508,TGP,4,141,8,1,25,25,372,0,37,1381300128.0,U,"10,900",0
665182400,6.1074373,125.1774034,Rose Pharmacy,1,41,6,0,8,8,94,0,2,1230800036.0,U,"4,815",1
666958199,15.2229161,120.5743489,L.P. CAndelaria Pharmacy,0,8,2,1,1,5,17,0,0,305409021.0,U,"14,661",1
667298589,14.5797213,120.986511,Mercury Drug,4,180,18,1,31,54,606,1,20,1380611010.0,U,"1,431",0
671865475,14.1711361,121.2433252,TGP,2,19,1,0,13,10,170,0,8,403411004.0,U,"12,578",1
672889075,15.1762755,120.5878558,Southstar Drug,17,48,11,1,16,19,350,0,6,305409008.0,U,"62,378",3
673863631,13.7918512,121.0094271,Farmacia Dalawampu,4,10,2,0,7,8,25,0,0,401006009.0,U,528,1
675284995,10.6640132,122.967846,Grace Pharmacy,8,29,6,1,13,4,79,0,1,,,,1
675898038,10.6714025,122.9513055,Mercury Drug,6,62,6,1,12,12,172,0,1,,,,3
675900751,10.6719357,122.9515215,Pharmacia Caro,6,61,6,1,12,12,172,0,4,,,,3
675913449,10.6694483,122.9558841,Grace Pharmacy,10,62,7,2,13,11,177,0,1,,,,3
675939694,10.6671579,122.9460988,Sincere Drug Store,7,52,4,2,14,10,126,0,0,,,,3
677082742,10.6955802,122.9608274,Grace Pharmacy,9,10,4,0,7,4,73,0,5,,,,1
677340654,10.6793741,122.958898,La Botica,6,48,6,1,10,10,164,0,5,,,,3
677559326,15.2007286,120.5810234,Southstar Drug,0,9,2,0,1,5,21,0,0,305409012.0,U,"24,042",1
677592916,15.1812218,120.5861987,Mercury Drug,15,41,10,1,11,18,295,0,3,305409008.0,U,"62,378",3
678390780,14.6558098,121.0191061,Generika,1,96,20,2,33,19,262,0,10,1381300130.0,U,"12,755",3
678393949,14.6400873,121.016508,Mercury Drug,5,130,15,3,38,19,296,0,14,1381300078.0,U,"3,537",3
678413213,14.6570647,121.0191798,Rose Pharmacy,1,95,19,3,33,20,265,0,11,1381300049.0,U,"10,508",3
678539869,9.6427681,123.8554564,Mercury Drug,16,36,18,5,31,7,165,9,9,701242011.0,U,"4,339",2
678539882,9.6428532,123.8556669,Rose Pharmacy,16,36,18,5,31,7,165,9,9,701242011.0,U,"4,339",2
678983182,9.6542621,123.8553236,Kier's Pharmacy,17,38,17,5,22,7,163,8,9,701242004.0,U,"15,869",2
679783009,16.4460489,120.5910554,St. Joseph's Pharmacy,4,18,5,0,2,12,130,0,6,1401110011.0,U,"25,790",1
685053199,14.2729151,121.4552575,Mercury Drug,2,2,5,0,2,0,20,0,4,403419012.0,R,"1,485",1
686079158,14.6191796,121.102079,Mercury Drugstore,7,77,14,2,21,26,187,0,22,405805015.0,U,"86,723",3
686987288,10.6820607,122.9580836,Grace Pharmacy,5,37,4,1,10,10,153,0,5,,,,1
689778121,14.0726965,121.3241887,Gelron Pharmacy,5,67,6,0,12,42,118,0,1,403424024.0,U,529,3
689925614,10.6688316,122.9455327,Grace Pharmacy,7,53,4,2,13,10,134,0,0,,,,3
693234710,14.5871613,121.0782258,Mercury Drug,2,145,7,3,15,17,303,0,35,1381200029.0,U,"28,737",3
696288746,14.618455,121.092173,TGP,9,98,15,6,27,31,308,0,26,1381200027.0,U,"57,933",0
696288804,14.621681,121.092612,Tata Roque Generic Drugstore,6,87,12,6,30,33,306,0,27,1381200027.0,U,"57,933",0
696289394,14.6244737,121.1186775,DNJ Pharmacy & General Merchandise,12,42,17,0,16,12,166,0,9,405802004.0,U,"52,513",3
696768528,14.4371334,121.0060326,Mercury Drug,3,40,14,1,15,19,247,0,3,1380200008.0,U,"42,505",3
698831305,14.4305577,121.0152164,BOIE Drug,4,89,15,2,16,18,277,0,6,1380200001.0,U,"36,232",3
699395016,10.6607554,122.9492278,Mercury Drug,8,51,3,2,15,6,115,0,0,,,,3
700949444,14.4932481,121.1804581,The Generic Pharmacy,3,10,6,0,2,0,20,0,3,405804027.0,U,"16,800",1
703045280,9.6485524,123.8552596,AC,17,38,18,5,26,7,170,9,9,701242011.0,U,"4,339",2
703443134,10.6602333,122.9505641,Sincere Drug,9,56,3,2,16,6,123,0,0,,,,3
703682938,14.5162931,121.2391706,,5,4,3,0,1,1,10,0,0,405809007.0,U,"11,184",1
704407809,14.6700103,120.9703697,Mercury Drugstore,0,51,14,0,19,18,107,0,9,1380400019.0,U,"18,411",3
714837326,9.6449133,123.853366,Paz Pharmacy,16,35,18,5,28,7,163,9,9,701242011.0,U,"4,339",2
718374749,14.511993,121.1657395,Binangonan Pharmacy,0,6,5,1,1,2,21,0,4,405804041.0,U,"14,090",1
727856317,16.61693,120.3154981,Mercury Drug,8,28,8,0,18,4,74,0,2,103314008.0,U,307,3
731490088,16.6170318,120.3137064,TGP,8,28,9,0,17,4,74,0,2,103314028.0,U,"2,665",3
731490092,16.6182855,120.316322,Mercury Drug,8,27,9,0,19,4,63,0,2,103314008.0,U,307,3
734827561,14.4504048,120.9790726,South Star Drug,4,55,20,0,22,12,179,0,5,1380200013.0,U,"9,141",3
746921282,14.5892302,121.0689241,Mercury Drug,4,226,8,3,14,19,463,0,33,1381200029.0,U,"28,737",0
747885843,7.1931347,125.6481312,Farmacia Eva,2,2,0,0,2,1,21,0,0,1130700124.0,U,"49,636",1
747886601,7.1936334,125.6480679,St. Patrick Pharmacy,2,2,0,0,2,1,22,0,0,1130700124.0,U,"49,636",1
748188289,14.6595504,121.1135963,Mercury Drug,9,35,17,1,13,13,173,0,13,1380700007.0,U,"40,240",3
755615349,15.0759504,120.6425346,Saint Anthony's Drug III,1,16,2,1,8,5,37,0,5,305416036.0,U,"14,997",1
760167523,14.6375726,121.0474187,Mercury Drug,14,153,28,5,30,42,679,0,42,1381300082.0,U,"21,868",0
761416680,10.3621282,123.9496256,Rose Pharmacy,0,20,6,1,5,4,19,0,1,731300014.0,U,"12,138",1
761425636,10.3729657,123.9547961,Rose Pharmacy,0,14,5,1,1,4,37,0,1,702219014.0,U,"3,147",1
764090512,6.1277941,125.1960241,2003 Pharmacy,5,8,1,0,2,6,35,0,1,1230800011.0,U,"53,706",1
764556714,14.1377364,121.1355621,Amji Drugstore,0,6,1,0,1,1,13,0,0,401028024.0,U,"19,442",1
765532676,6.3735609,124.7484618,James Ann Pharmacy,1,7,0,0,1,3,2,0,0,1206313019.0,U,"15,364",1
772369018,14.3646642,121.4842649,Lulu Dental Clinic,2,5,0,0,3,3,20,0,1,403418006.0,R,"2,392",1
793876763,14.4190525,121.044791,Mercury Drug,3,55,6,1,13,16,206,0,5,1380800001.0,U,"71,075",3
807370481,15.0394879,120.6808152,TGP,8,51,15,0,11,10,139,0,37,305416010.0,U,"20,542",3
811083335,14.7440047,120.9714198,TGP,1,34,9,3,18,8,74,0,5,301412015.0,U,"21,540",3
825433745,12.3990499,121.9818166,Mercury Drug,4,5,2,0,4,4,30,0,0,1705909021.0,U,540,1
826709522,14.0646559,121.3229,Mercury Drug,5,67,6,0,12,42,118,0,1,403424007.0,U,"1,056",3
827174424,14.5793623,121.046136,Southstar Drug,4,319,16,4,21,24,665,0,61,1380500013.0,U,"43,267",0
837187543,15.0958443,120.6245178,,0,2,1,0,2,3,23,0,2,305416023.0,U,"8,256",1
843031359,14.3639318,121.4836129,TGP,2,5,0,0,3,3,20,0,1,403418003.0,R,556,1
857130824,14.9630412,120.6346098,Generica Drugstore,4,7,3,0,2,22,8,0,1,305407024.0,R,"4,251",1
868552335,13.6214422,123.1992995,Mercury Drug,16,58,18,1,6,13,131,0,1,501724010.0,U,"25,139",3
869751354,14.967805,120.6218592,Garcia Dental Clinic,5,10,4,0,5,29,24,0,8,305407022.0,U,"3,209",3
871256780,13.6227284,123.1838635,Mercury Drug,18,57,18,1,8,13,130,0,1,501724001.0,U,"5,757",3
875738719,14.8184587,120.9607018,Cataniag Pharmacy,6,11,3,0,1,1,41,0,3,301423016.0,U,"12,871",1
