OSM_ID,Latitude,Longitude,Name,Transit,Finance,Education,Retail,Civic,Healthcare,Food_Place,Government,Parking_Lot,PSGC,UrbanRural_2020CPH,Population_2020,Name_upper,Amenity_Sum,Urbanicity_Score,Urbanicity_Quantile,Cluster
340863688,14.6117937,121.0708307,South Star Drug,8,103,13,4,18,24,379,0,35,1381300092.0,U,2054.0,SOUTH STAR DRUG,584,0.3956639566395664,Very Urban,2
346676318,13.9369703,121.6132149,Mercury Drug,1,50,17,2,9,5,63,0,8,431200006.0,U,1149.0,MERCURY DRUG,155,0.1050135501355013,Urban,3
346676990,13.9369692,121.6133791,Carlos Superdrug,1,50,17,2,9,5,63,0,8,431200007.0,U,2910.0,CARLOS SUPERDRUG,155,0.1050135501355013,Urban,3
346680656,13.9332487,121.6129016,Mercury Drug,2,50,16,2,9,5,59,0,8,431200009.0,U,650.0,MERCURY DRUG,151,0.1023035230352303,Urban,3
355114225,10.3101461,123.9498262,Rose Pharmacy,13,26,12,0,5,4,56,0,1,731100012.0,U,37989.0,ROSE PHARMACY,117,0.0792682926829268,Mixed,0
355114376,10.3261427,123.9524605,La Joela Pharmacy,10,44,15,0,6,10,71,0,1,731300016.0,U,17395.0,LA JOELA PHARMACY,157,0.1063685636856368,Urban,0
355114487,10.332531,123.9364194,Rose Pharmacy,10,44,13,0,8,12,140,1,2,731300012.0,U,7258.0,ROSE PHARMACY,230,0.1558265582655826,Urban,3
357733228,14.5765544,121.0331948,Mercury Drug,4,193,12,6,26,31,517,0,59,1380500022.0,U,29378.0,MERCURY DRUG,848,0.5745257452574526,Very Urban,2
357738914,14.6819089,121.1153007,Mercury Drug,0,10,10,2,5,1,19,0,8,405811001.0,U,27346.0,MERCURY DRUG,55,0.0372628726287262,Rural,0
358698139,13.9378298,121.6132589,Watsons,1,50,17,2,9,5,63,0,8,431200006.0,U,1149.0,WATSONS,155,0.1050135501355013,Urban,3
369910563,10.3250276,123.9407102,Weng-Weng Pharmacy,9,41,15,0,6,11,116,1,1,731300010.0,U,2980.0,WENG-WENG PHARMACY,200,0.1355013550135501,Urban,0
369910566,14.0711196,120.6325975,Mercury Drug,8,5,7,1,4,10,16,0,1,401019014.0,U,746.0,MERCURY DRUG,52,0.035230352303523,Rural,0
369910792,10.309934,123.893984,Mercury Drug,7,136,26,2,28,26,484,0,27,730600020.0,U,12604.0,MERCURY DRUG,736,0.4986449864498645,Very Urban,2
369910879,10.3011691,123.9622257,Rose Pharmacy,13,30,16,1,7,8,102,0,0,731100005.0,U,71990.0,ROSE PHARMACY,177,0.1199186991869918,Urban,3
369918625,14.5669514,121.0118384,Mercury Drug,3,436,20,5,26,52,835,0,24,1380300012.0,U,6346.0,MERCURY DRUG,1401,0.9491869918699188,Very Urban,2
378662106,14.3462357,121.0633795,Mercury Drug,4,28,8,0,8,4,50,0,4,403425026.0,U,22581.0,MERCURY DRUG,106,0.0718157181571815,Mixed,0
380438537,10.3387503,123.9117042,Rose Pharmacy,3,45,27,5,6,7,312,0,8,730600037.0,U,7967.0,ROSE PHARMACY,413,0.279810298102981,Very Urban,3
383595887,14.5481732,121.0010144,Mercury Drug,12,274,22,4,29,36,449,0,13,1381100060.0,U,1425.0,MERCURY DRUG,839,0.5684281842818428,Very Urban,2
393731993,8.4743373,124.6856903,Mercury Drug,1,0,3,0,1,0,3,0,2,1030500049.0,U,28974.0,MERCURY DRUG,10,0.0067750677506775,Very Rural,1
402912590,14.4388433,121.0049223,Mercury Drug,3,44,14,1,15,19,278,0,4,1380200008.0,U,42505.0,MERCURY DRUG,378,0.2560975609756097,Very Urban,3
403674540,14.4564168,121.0076296,Mercury Drug,2,50,17,2,21,9,213,0,6,1381000007.0,U,92752.0,MERCURY DRUG,320,0.2168021680216802,Very Urban,3
404110939,14.4227116,121.030061,Mercury Drug,5,98,7,3,14,21,257,0,9,1380800009.0,U,25115.0,MERCURY DRUG,414,0.2804878048780488,Very Urban,2
404111036,14.4448756,121.0277144,Mercury Drug,1,45,12,4,20,7,201,0,3,1381000007.0,U,92752.0,MERCURY DRUG,293,0.1985094850948509,Very Urban,3
408121648,7.0547213,125.545324,Mercury Drug,2,6,5,2,9,1,27,0,2,1130700116.0,U,61698.0,MERCURY DRUG,54,0.0365853658536585,Rural,0
411227922,14.2492847,121.0640342,Mercury Drug,2,30,0,0,2,1,79,0,0,403428006.0,U,18039.0,MERCURY DRUG,114,0.0772357723577235,Mixed,1
412695375,14.5695024,121.1064379,TGP,2,15,8,3,28,10,68,1,8,405805014.0,U,120548.0,TGP,143,0.0968834688346883,Mixed,3
413986571,10.2979613,123.8849901,"NRMJ Quality Drug ,Inc.",4,94,21,2,30,18,278,0,21,730600040.0,U,32825.0,"NRMJ QUALITY DRUG ,INC.",468,0.3170731707317073,Very Urban,2
413986597,10.2983911,123.8953011,Watsons,4,105,20,0,17,24,302,0,21,730600050.0,U,5639.0,WATSONS,493,0.3340108401084011,Very Urban,2
419018050,14.205891,121.1553374,Mercury Drug,5,58,7,0,17,15,83,0,4,403405038.0,U,5823.0,MERCURY DRUG,189,0.1280487804878048,Urban,3
419018060,14.2063059,121.1547277,Southstar Drug,5,59,7,0,17,15,84,0,4,403405038.0,U,5823.0,SOUTHSTAR DRUG,191,0.1294037940379404,Urban,3
419725035,14.5587634,121.0241749,Mercury Drug,6,448,15,3,19,41,861,0,43,1380300002.0,U,36007.0,MERCURY DRUG,1436,0.97289972899729,Very Urban,2
422463939,14.743931,120.9713343,Mercury Drug,1,34,9,3,18,8,75,0,5,301412015.0,U,21540.0,MERCURY DRUG,153,0.1036585365853658,Urban,3
425502301,14.5564228,121.0199127,Mercury Drug,6,468,16,3,17,49,853,0,45,1380300025.0,U,14054.0,MERCURY DRUG,1457,0.9871273712737128,Very Urban,2
427496605,7.0682028,125.6096075,Save On,8,153,30,2,55,46,744,4,41,1130700167.0,U,1074.0,SAVE ON,1083,0.733739837398374,Very Urban,2
427496611,7.0678557,125.6105518,Generika,8,152,30,2,53,46,739,4,40,1130700167.0,U,1074.0,GENERIKA,1074,0.7276422764227642,Very Urban,2
429674169,15.7931359,120.9911662,South Star Drug,5,11,1,0,1,0,21,0,0,304926020.0,U,1550.0,SOUTH STAR DRUG,39,0.0264227642276422,Rural,1
429674170,15.7922539,120.9905578,Mercury Drug,5,13,1,0,1,0,21,0,0,304926020.0,U,1550.0,MERCURY DRUG,41,0.0277777777777777,Rural,1
429687929,15.7923629,120.9899965,Manson Drug,5,13,1,0,1,0,21,0,0,304926019.0,U,1867.0,MANSON DRUG,41,0.0277777777777777,Rural,1
429687933,15.7943314,120.9921465,Mercury Drug,5,11,1,0,1,0,20,0,0,304926020.0,U,1550.0,MERCURY DRUG,38,0.0257452574525745,Rural,1
429746403,7.0691015,125.6016354,Rose Pharmacy,5,114,29,2,49,48,636,4,30,1130700138.0,U,11160.0,ROSE PHARMACY,917,0.6212737127371274,Very Urban,2
429812189,14.5510847,121.0205304,Mercury Drug,4,457,15,3,15,39,793,0,45,1380300025.0,U,14054.0,MERCURY DRUG,1371,0.9288617886178862,Very Urban,2
430021804,14.5583748,121.012341,Mercury Drug,8,485,22,6,25,43,847,0,30,1380300018.0,U,50722.0,MERCURY DRUG,1466,0.9932249322493224,Very Urban,2
433567828,7.1055398,125.6000622,Mercury Drug,5,17,4,0,13,2,68,2,3,1130700125.0,U,24795.0,MERCURY DRUG,114,0.0772357723577235,Mixed,0
433812840,14.5602045,121.0200093,Mercury Drug,6,457,15,4,19,45,870,0,41,1380300002.0,U,36007.0,MERCURY DRUG,1457,0.9871273712737128,Very Urban,2
438032559,15.4870776,120.5961279,Mercury Drug,1,39,12,1,9,14,176,0,3,306916078.0,U,2888.0,MERCURY DRUG,255,0.1727642276422764,Urban,3
441029604,7.069129,125.6016699,Mercury Drug,5,114,29,2,49,48,635,4,30,1130700138.0,U,11160.0,MERCURY DRUG,916,0.6205962059620597,Very Urban,2
446766591,14.9502964,120.7589359,Southstar Drug,0,11,3,0,1,4,20,0,1,305402012.0,U,23686.0,SOUTHSTAR DRUG,40,0.02710027100271,Rural,1
447593707,7.097529,125.620651,Botica Concepcion,5,64,11,1,32,16,439,0,22,1130700196.0,U,8064.0,BOTICA CONCEPCION,590,0.3997289972899729,Very Urban,3
452357004,14.5651964,121.0296042,Mercury Drug,8,407,20,6,20,37,812,0,47,1380300020.0,U,16706.0,MERCURY DRUG,1357,0.9193766937669376,Very Urban,2
452357010,14.5625166,121.0287235,TGP,8,442,22,6,17,44,856,0,46,1380300020.0,U,16706.0,TGP,1441,0.9762872628726288,Very Urban,2
452375403,14.5621262,121.0283667,Watsons,8,440,22,5,17,44,851,0,46,1380300002.0,U,36007.0,WATSONS,1433,0.9708672086720868,Very Urban,2
454060826,14.55083,121.0556388,Mercury Drug,2,201,23,6,19,23,547,0,24,1381500034.0,U,57940.0,MERCURY DRUG,845,0.5724932249322493,Very Urban,2
456991583,15.0396913,120.680342,Mercury Drug,8,52,15,0,11,9,141,0,37,305416010.0,U,20542.0,MERCURY DRUG,273,0.1849593495934959,Urban,3
457400752,14.5256062,121.0428233,Fabula Pharmacy,3,38,22,10,9,11,110,0,16,1381500018.0,U,87508.0,FABULA PHARMACY,219,0.1483739837398374,Urban,3
463047564,14.9518906,120.7589272,J. Santos Pharmacy,0,11,3,0,1,4,20,0,1,305402012.0,U,23686.0,J. SANTOS PHARMACY,40,0.02710027100271,Rural,1
465239845,14.1362697,121.4157572,Mercury Drug,2,6,0,0,0,0,4,0,0,403417034.0,U,3309.0,MERCURY DRUG,12,0.008130081300813,Very Rural,1
471896475,15.0440571,120.6740937,St. Anne Drug Store,6,48,6,0,13,6,110,0,36,305416010.0,U,20542.0,ST. ANNE DRUG STORE,225,0.1524390243902439,Urban,3
475925203,10.2976659,123.8953114,TGP,4,100,20,0,18,23,297,0,19,730600050.0,U,5639.0,TGP,481,0.3258807588075881,Very Urban,2
475925204,10.245305,123.7982314,TGP,3,7,2,0,13,2,16,0,0,702232010.0,U,2306.0,TGP,43,0.0291327913279132,Rural,1
492082215,14.1725362,121.2431612,Generika Drugstore,2,21,1,0,12,10,171,0,8,403411004.0,U,12578.0,GENERIKA DRUGSTORE,225,0.1524390243902439,Urban,0
497042948,14.5372905,121.0014182,Mercury Drug,13,153,17,4,24,22,387,1,17,1381100146.0,U,1036.0,MERCURY DRUG,638,0.4322493224932249,Very Urban,2
497119467,14.6684002,121.0200764,Mercury Drug,2,74,17,3,26,21,272,0,20,1381300012.0,U,59639.0,MERCURY DRUG,435,0.2947154471544715,Very Urban,2
497721581,10.329973,123.943387,Pharmax Drug Store,8,40,14,0,8,13,111,1,1,731300013.0,U,6994.0,PHARMAX DRUG STORE,196,0.1327913279132791,Urban,3
501555348,14.6199093,120.976329,Mercury Drug,6,141,35,3,37,25,263,2,5,1380601232.0,U,1888.0,MERCURY DRUG,517,0.3502710027100271,Very Urban,2
503813616,15.0287999,120.6942076,Mercury Drug,4,26,13,0,6,9,93,0,29,305416021.0,U,727.0,MERCURY DRUG,180,0.1219512195121951,Urban,3
516063487,15.1452354,120.5956026,Southstar Drug,6,50,2,0,9,22,211,0,8,330100022.0,U,5298.0,SOUTHSTAR DRUG,308,0.2086720867208672,Very Urban,3
516063490,15.1451234,120.5956407,K2 Pharmacy,6,51,2,0,9,22,207,0,8,330100022.0,U,5298.0,K2 PHARMACY,305,0.2066395663956639,Very Urban,3
539370676,9.6931335,123.8634714,Keir's,0,0,0,0,9,1,3,0,0,701242008.0,U,7552.0,KEIR'S,13,0.0088075880758807,Very Rural,1
549900930,15.0780595,120.6406958,Mercury Drug,1,16,2,1,9,5,34,0,5,305416036.0,U,14997.0,MERCURY DRUG,73,0.0494579945799458,Mixed,0
558320634,14.5780032,120.9874612,Farmacia Fatima,5,188,18,1,33,53,621,1,18,1380611010.0,U,1431.0,FARMACIA FATIMA,938,0.6355013550135501,Very Urban,2
558321927,14.5778465,120.9875508,AdCare,5,190,18,1,33,53,622,1,18,1380611010.0,U,1431.0,ADCARE,941,0.6375338753387534,Very Urban,2
560411105,14.836052,121.077339,Generika Pharmacy,4,1,6,1,11,1,5,2,0,301420041.0,U,46171.0,GENERIKA PHARMACY,31,0.0210027100271002,Rural,1
560411116,14.837539,121.08761,Botika ng Bayan,4,1,6,1,8,1,5,2,0,301420041.0,U,46171.0,BOTIKA NG BAYAN,28,0.018970189701897,Rural,1
560411128,14.836197,121.077423,Grotto Drug,4,1,6,1,11,1,5,2,0,301420041.0,U,46171.0,GROTTO DRUG,31,0.0210027100271002,Rural,1
567918089,14.4140393,121.043374,Mercury Drug,4,47,7,1,17,16,195,0,5,1380800001.0,U,71075.0,MERCURY DRUG,292,0.1978319783197832,Urban,3
583450580,14.6871413,120.957463,Mercury Drug,0,32,6,3,15,9,65,0,7,1380400017.0,U,13461.0,MERCURY DRUG,137,0.0928184281842818,Mixed,3
589634081,14.7938533,120.879465,Farmacia ni Dok,0,3,3,0,3,2,13,0,1,301405001.0,U,4297.0,FARMACIA NI DOK,25,0.0169376693766937,Rural,1
589927813,14.623899,121.055596,Mercury Drug,17,139,31,1,33,35,485,0,43,1381300115.0,U,22227.0,MERCURY DRUG,784,0.5311653116531165,Very Urban,2
593993814,14.6929733,120.9666214,Mercury Drug,0,44,7,4,20,15,104,0,7,1381600017.0,U,52107.0,MERCURY DRUG,201,0.1361788617886178,Urban,3
593995120,14.677244,120.9800779,TGP,0,51,13,1,21,17,119,0,5,1381600019.0,U,59339.0,TGP,227,0.1537940379403794,Urban,3
593999445,14.654759,121.0302322,Mercury Drug,2,133,25,4,33,26,372,0,26,1381300081.0,U,2524.0,MERCURY DRUG,621,0.4207317073170731,Very Urban,2
596839799,14.7288437,121.1442923,Mercury Drug,1,6,9,0,6,1,17,0,6,405808005.0,U,17851.0,MERCURY DRUG,46,0.0311653116531165,Rural,0
596997259,14.6927352,121.0299188,Abi Drug,1,23,12,2,14,6,94,0,13,1381300006.0,U,64653.0,ABI DRUG,165,0.1117886178861788,Urban,3
596997267,14.6932112,121.0304033,Mercury Drug,2,23,12,2,13,7,91,0,12,1381300006.0,U,64653.0,MERCURY DRUG,162,0.1097560975609756,Urban,3
597000570,14.8191729,120.9051298,Mercury Drug,1,18,2,0,2,5,47,0,0,301402011.0,U,4870.0,MERCURY DRUG,75,0.0508130081300813,Mixed,0
597749862,14.6901891,120.9739928,Mercury Drug,0,49,8,4,21,16,129,0,7,1381600008.0,U,41275.0,MERCURY DRUG,234,0.1585365853658536,Urban,3
600621294,14.6229157,121.0928435,T. M. Reyes Pharmacy,6,84,13,6,31,36,269,0,26,1380700002.0,U,15602.0,T. M. REYES PHARMACY,471,0.3191056910569105,Very Urban,2
600643344,14.6345072,121.0946759,Santos Clinic and Pharmacy,6,63,12,1,33,34,282,0,35,1380700010.0,U,28849.0,SANTOS CLINIC AND PHARMACY,466,0.3157181571815718,Very Urban,2
600643348,14.6355585,121.0942891,CRJS Generics Pharmacy,5,62,12,1,32,34,274,0,35,1380700010.0,U,28849.0,CRJS GENERICS PHARMACY,455,0.3082655826558265,Very Urban,2
603592504,14.6351721,121.1024118,Mercury Drug,11,81,15,1,28,38,322,0,24,1380700010.0,U,28849.0,MERCURY DRUG,520,0.3523035230352303,Very Urban,2
603599856,14.6357671,121.1012237,Watsons,12,77,13,1,28,38,316,0,24,1380700010.0,U,28849.0,WATSONS,509,0.3448509485094851,Very Urban,2
603645197,14.5164385,121.2391706,,5,4,3,0,1,1,10,0,0,405809007.0,U,11184.0,NAN,24,0.016260162601626,Rural,1
605204014,15.0320431,120.6892806,Mercury Drug,9,43,14,0,9,10,128,0,39,305416021.0,U,727.0,MERCURY DRUG,252,0.1707317073170731,Urban,3
606404825,13.942342,121.1527537,Mercury Drug,3,41,7,0,8,24,168,0,7,401014031.0,U,4510.0,MERCURY DRUG,258,0.1747967479674796,Urban,3
608867011,14.3984094,120.9766455,Mercury Drug,4,27,11,2,20,5,48,0,2,402103046.0,U,60495.0,MERCURY DRUG,119,0.0806233062330623,Mixed,3
613998786,14.8523239,120.8166706,Mercury Drug,10,39,13,1,5,19,92,0,7,301410015.0,U,4217.0,MERCURY DRUG,186,0.1260162601626016,Urban,3
640910449,14.5028565,121.0286656,Main Ave. Drugstore,4,37,9,3,9,3,65,1,8,1381000010.0,U,26615.0,MAIN AVE. DRUGSTORE,139,0.0941734417344173,Mixed,3
642881374,13.6240834,123.1855918,South Star Drug,18,57,18,1,8,13,130,0,1,501724027.0,U,722.0,SOUTH STAR DRUG,246,0.1666666666666666,Urban,3
642883253,13.6232163,123.186007,Mercury Drug,18,57,18,1,8,13,130,0,1,501724027.0,U,722.0,MERCURY DRUG,246,0.1666666666666666,Urban,3
642897379,13.6323183,123.1961091,Mercury Drug,11,56,16,0,5,13,129,0,1,501724004.0,U,11112.0,MERCURY DRUG,231,0.1565040650406504,Urban,3
642995619,13.6332925,123.1945106,South Star,12,56,16,0,5,13,127,0,1,501724024.0,U,4503.0,SOUTH STAR,230,0.1558265582655826,Urban,3
644455174,14.5013537,121.0240915,Supreme Pharmacy,5,34,5,3,8,3,77,2,8,1381000010.0,U,26615.0,SUPREME PHARMACY,145,0.0982384823848238,Mixed,3
649981565,14.4449152,120.9941399,Mercury Drug,4,56,17,1,20,16,255,0,5,1380200008.0,U,42505.0,MERCURY DRUG,374,0.2533875338753387,Very Urban,3
650011052,14.3860057,120.8797844,Parmacia Sarayba,9,4,5,1,3,2,34,1,8,402108004.0,R,756.0,PARMACIA SARAYBA,67,0.0453929539295392,Mixed,0
650381195,14.4946045,120.9932492,Mercury Drug,3,32,5,0,9,8,123,1,7,1381000004.0,U,72522.0,MERCURY DRUG,188,0.1273712737127371,Urban,0
653090446,14.4746716,121.0008304,Mercury Drug,0,30,16,0,14,5,68,0,6,1381000004.0,U,72522.0,MERCURY DRUG,139,0.0941734417344173,Mixed,0
653113072,14.465861,121.0179451,Mercury Drug,0,42,16,1,15,10,141,0,4,1381000012.0,U,70134.0,MERCURY DRUG,229,0.1551490514905149,Urban,3
654204053,14.3814953,120.8790218,,7,3,5,1,3,2,23,1,7,402108010.0,U,513.0,NAN,52,0.035230352303523,Rural,0
658634204,14.6120301,121.0318998,Mercury Drug,5,139,8,1,25,25,366,0,37,1381300128.0,U,10900.0,MERCURY DRUG,606,0.4105691056910569,Very Urban,2
658825129,14.622933,120.9709347,Mercury Drug,5,92,17,3,29,16,118,3,4,1380601148.0,U,2333.0,MERCURY DRUG,287,0.1944444444444444,Urban,2
658999010,14.4293456,121.0163003,Mercury Drug,4,86,16,2,16,18,262,0,6,1380200010.0,U,37432.0,MERCURY DRUG,410,0.2777777777777778,Very Urban,3
660582182,14.2923288,120.911208,Southstar Drug,3,7,1,0,11,3,18,0,1,402108015.0,U,19763.0,SOUTHSTAR DRUG,44,0.029810298102981,Rural,0
660604870,13.8798686,120.9160099,Southstar Drug,6,23,12,3,16,11,50,0,1,401012036.0,R,585.0,SOUTHSTAR DRUG,122,0.0826558265582655,Mixed,3
660605035,13.8799916,120.9162493,Mercury Drug,6,23,12,3,16,11,50,0,1,401012033.0,U,606.0,MERCURY DRUG,122,0.0826558265582655,Mixed,3
660617428,14.3956767,120.8630846,Mace Drugstore,7,18,6,2,7,3,82,0,2,402108029.0,U,8148.0,MACE DRUGSTORE,127,0.0860433604336043,Mixed,0
660617429,14.3958981,120.863354,TGP,7,18,4,2,7,3,83,0,2,402108029.0,U,8148.0,TGP,126,0.0853658536585365,Mixed,0
660617430,14.3954488,120.860631,,7,18,5,1,13,3,80,0,1,402120005.0,U,16382.0,NAN,128,0.086720867208672,Mixed,0
660961900,14.069848,121.3239497,Laguna Health Services Cooperative,5,67,6,0,12,42,118,0,1,403424030.0,U,620.0,LAGUNA HEALTH SERVICES COOPERATIVE,251,0.1700542005420054,Urban,3
660962029,14.0696136,121.3239642,,5,67,6,0,12,42,118,0,1,403424030.0,U,620.0,NAN,251,0.1700542005420054,Urban,3
662714012,14.2918918,120.9107691,Cav-Medz Pharmacy,3,7,1,0,11,3,18,0,1,402108015.0,U,19763.0,CAV-MEDZ PHARMACY,44,0.029810298102981,Rural,0
663935928,14.4667563,121.0206815,TGP,0,43,16,1,15,10,149,0,5,1381000012.0,U,70134.0,TGP,239,0.1619241192411924,Urban,3
664509948,14.6215117,121.019319,Watsons,6,142,16,3,24,27,343,0,18,1381300047.0,U,4786.0,WATSONS,579,0.3922764227642276,Very Urban,2
664528058,14.6121426,121.0325028,Watsons,4,147,7,1,25,25,372,0,37,1381300128.0,U,10900.0,WATSONS,618,0.4186991869918699,Very Urban,2
664528061,14.6122037,121.0322508,TGP,4,141,8,1,25,25,372,0,37,1381300128.0,U,10900.0,TGP,613,0.4153116531165312,Very Urban,2
665182400,6.1074373,125.1774034,Rose Pharmacy,1,41,6,0,8,8,94,0,2,1230800036.0,U,4815.0,ROSE PHARMACY,160,0.1084010840108401,Urban,0
666958199,15.2229161,120.5743489,L.P. CAndelaria Pharmacy,0,8,2,1,1,5,17,0,0,305409021.0,U,14661.0,L.P. CANDELARIA PHARMACY,34,0.0230352303523035,Rural,1
667298589,14.5797213,120.986511,Mercury Drug,4,180,18,1,31,54,606,1,20,1380611010.0,U,1431.0,MERCURY DRUG,915,0.6199186991869918,Very Urban,2
671865475,14.1711361,121.2433252,TGP,2,19,1,0,13,10,170,0,8,403411004.0,U,12578.0,TGP,223,0.1510840108401084,Urban,0
672889075,15.1762755,120.5878558,Southstar Drug,17,48,11,1,16,19,350,0,6,305409008.0,U,62378.0,SOUTHSTAR DRUG,468,0.3170731707317073,Very Urban,3
